GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS979610795,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56495431,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56495431,5, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS56495431,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS979693089,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS99372754,11,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS523368149,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS523368149,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS132270222,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS132270222,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS378286435,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS378286435,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS530292422,8,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS530292422,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS447508588,24,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS447542778,24,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS530290159,5,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS530290159,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS70854484,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS885144355,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS885144355,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS581284496,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56504737,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56504737,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56504737,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS60717694,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS259104054,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS259104054,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS561468496,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS561468496,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS583945958,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS583945958,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS55923505,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55923505,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55923508,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55923508,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55923508,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55923596,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS55923570,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55923570,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55923570,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS462727032,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS462727032,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS165197954,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS497863102,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS512350359,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS76552613,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS894517794,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS894517794,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS222208088,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512350319,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS79671354,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS79671354,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS496731038,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS855742099,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS855742099,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS855742099,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS585603143,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS585603143,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS79685404,15,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS79685404,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS129717602,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS129717602,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS433052487,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS80439132,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS344149052,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS80395278,5,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS303536276,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS525321263,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS525321263,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS432248401,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS432248401,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS595667727,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS595667727,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS217855511,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS520859331,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520859331,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS338418806,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS80439338,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS477178026,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS477178026,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS662384064,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS662384064,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS662384064,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS434198748,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS217856073,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS414206444,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS414206444,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS80394671,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS80394671,12, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS80405369,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS459462839,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS88750115,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS88750115,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56158776,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS289779865,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS289779865,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS67961168,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS404479220,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS67830894,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS67830894,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS82001790,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81128383,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81128383,1, Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS111641291,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS861753186,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS88258155,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS88258155,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS59324564,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS497496079,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81169324,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS81169462,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS407101855,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407101855,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS395896046,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81128710,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS81128710,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS32745001,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS32745001,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS395373978,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71826437,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81168989,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81168989,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS149015985,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS149015985,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68054015,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS81168778,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42332833,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42332833,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS258950623,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42610076,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42610076,1, Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS203394843,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS54186495,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS54186495,5, Unknown Sex and Age (5),
URN:CornellLabOfOrnithology:EBIRD:OBS43684083,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS43088670,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS865675856,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS41992261,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS43868140,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS43868140,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146327655,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146327655,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42172397,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42172397,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42172397,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42322068,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42322068,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146328802,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146328802,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS43867754,21,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS43867754,10, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS462208044,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42325223,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42893292,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS114160922,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299354978,10,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299354978,10, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS865912196,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS43335998,4,Unknown Sex and Age (4),
URN:CornellLabOfOrnithology:EBIRD:OBS43142441,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS299128064,10,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299128064,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42717785,26,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42532918,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS916841386,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS916841386,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS163843845,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS163843845,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42952985,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146326934,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146326934,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299130830,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299130830,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42180073,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42180073,8, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42225596,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42225596,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146325826,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146325826,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS41925646,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS41925646,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS41925646,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS43137117,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS693469614,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS42909166,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42909166,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS46469376,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS54186777,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS39808605,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42060915,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42060915,14, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42220785,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42220785,11, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42553300,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42553300,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42696345,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42696345,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42195650,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42195650,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42575273,2,Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS42575273,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42575273,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42285543,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42285543,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS552884148,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS552884148,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42251323,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42251323,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146324417,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146324417,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94484344,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42166638,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS42166638,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42257885,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42257885,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS65855385,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299354916,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299354916,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS114161031,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS218289069,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS42586010,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS42586010,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81440961,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS81440961,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55546992,17,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55546992,23, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS52961138,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS299090578,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299090578,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS451634180,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS451634180,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55225505,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55225505,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55225505,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56508660,18,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS1033816260,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS1033816260,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS1033816260,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53404959,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56417141,4,Unknown Sex and Age (4),
URN:CornellLabOfOrnithology:EBIRD:OBS56417141,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55211432,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55211432,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68859426,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53092922,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53092922,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55978163,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55978163,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56562273,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68816791,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68816791,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146332144,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146332144,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS214299330,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56082274,10,Unknown Sex and Age (10),
URN:CornellLabOfOrnithology:EBIRD:OBS56082274,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56082274,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56371816,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS68816245,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68816245,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS123038474,1,Female,Unknown Age 
URN:CornellLabOfOrnithology:EBIRD:OBS56305253,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56508253,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299090491,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299090491,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56218481,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS68816694,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68816694,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS68927801,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS68927801,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55450071,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55450071,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53771138,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56310562,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55223672,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55223672,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55306779,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55198783,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69039684,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS68860082,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68860082,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299090558,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS87512591,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS53407438,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53666381,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS53666381,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS51643873,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55074963,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55074963,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55074963,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55909882,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55909882,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55175627,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS55175627,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55175627,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55214774,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS54575803,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS54575803,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56614845,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55817302,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55817302,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56386654,10,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS56386654,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS454478937,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS454478937,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69039979,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS139892394,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS139892394,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS68815669,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68815669,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS57747260,4,Unknown Sex and Age (4),
URN:CornellLabOfOrnithology:EBIRD:OBS57747260,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS56489172,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS68816612,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS52680967,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS835681198,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS50892078,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS55038011,1,Unknown Sex,Juvenile 
