GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS420253149,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS427745526,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS424592373,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS414259515,11,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS414259515,17, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422057461,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS422057461,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416115192,19,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416115192,9, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412202353,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412202353,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418207809,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418207809,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412269589,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412269589,12, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS416070385,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416070385,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS419666208,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS419666208,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS423762131,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS444774215,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412010406,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412010406,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412010406,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455169434,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455169434,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS424592686,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416119879,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS462553981,4,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS462553981,4, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455136880,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455136880,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS410561659,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410561659,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS423607065,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS415836973,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415836973,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415836973,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS415836973,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS427761373,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411702264,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS411702264,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS422883792,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422883792,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411598722,8,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411598722,8, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455170654,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455170654,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS388096247,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS388096247,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455028106,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS455028106,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS402840823,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS402840823,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420698330,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420698330,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS415890431,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415890431,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412751568,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412751568,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS385667135,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS397371169,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS397371169,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS386632919,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418730581,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422404321,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422404321,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS455154286,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455154286,10, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411967545,9,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411967545,12, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412463420,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412463420,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS427784944,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS460041043,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS460041043,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409997472,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409997472,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS409305344,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS409305344,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416322075,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416322075,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS416322075,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412448937,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412448937,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412448937,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412543392,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412541748,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS371366571,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS404740707,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS404740707,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS405956463,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415461956,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415461956,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415461956,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS413368983,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS413368983,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS413368983,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS427803456,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421353160,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421353160,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420991863,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420991863,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS419791803,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS419791803,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS404750332,7,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS404750332,6, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422283965,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS420986795,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420986795,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417460516,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417460516,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS423910531,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS423910531,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS423910531,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS425257128,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418192899,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418192899,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS413199961,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS454902266,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS454902266,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS454902266,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410460038,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410460038,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS386832296,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420256940,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420256940,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS411256772,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS411256772,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420407837,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420407837,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418150570,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418150570,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418150570,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS419343742,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS419343742,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417335530,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417335530,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417335530,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420402269,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420402269,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS392313439,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409822574,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409822574,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS454918395,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS454918395,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS454918395,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS454918395,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422424774,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422424774,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421007534,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421007534,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420502662,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420502662,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS419731355,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411643817,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS411643817,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420790451,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420790451,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417582394,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS394517810,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS394517810,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS397473569,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS397473569,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS424792157,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415787466,19,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415787466,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS402166936,4,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS402166936,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS470255375,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS470255375,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS388197210,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS388197210,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS421962910,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421962910,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS427695388,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS416402100,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416402100,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416402100,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS416402100,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455021134,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455021134,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS455021134,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS416316490,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417754971,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417754971,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417754971,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS411620692,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS411620692,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS411620692,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS428897673,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418023114,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418023114,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420419114,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS420419114,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS398891482,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS398891482,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS398891482,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418203475,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418203475,9, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS415622747,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415622747,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415622747,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412021958,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412021958,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS394644087,8,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS394644087,8, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417477437,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417477437,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417477437,3, Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS423372037,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS423372037,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS398230814,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS398230814,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS398230814,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS408511765,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS408511765,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS408511765,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410066750,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410066750,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS419997441,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS407599659,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407599659,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407599659,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407599659,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412208591,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412208591,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418271380,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418271380,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422202958,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422202958,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS413612223,5,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS413612223,16, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417435044,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417362732,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417362732,11, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417362732,6, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS427757719,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS420514094,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS420514094,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS386878580,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS386878580,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS402070128,4,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS402070128,4, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS614887626,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415853881,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415853881,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS415853881,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415853881,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409968315,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS409968315,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417475195,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417475195,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417475195,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417475195,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421812062,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421908908,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS421908908,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418792250,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418792250,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421307857,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS421307857,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS421307857,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS395850735,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS395850735,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418270350,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418270350,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS399669646,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS429661523,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS667461623,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS667461623,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS418659191,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418659191,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS418659191,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS410636997,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS410636997,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410636997,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS423608991,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS403576149,5,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS403576149,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS403576149,5, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407151162,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407151162,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS407151162,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS407151162,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415648946,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS415648946,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS406028415,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417417931,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417417931,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417274727,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS417274727,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS417274727,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS440030376,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS400186269,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS395911821,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS395911821,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS395911821,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422680757,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS422680757,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS444791470,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410289823,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS410289823,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS418655587,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS410150669,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410150669,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS410150669,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS460895627,4,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS460895627,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455029755,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455029755,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS455029755,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS455029755,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS412271955,12,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS412271955,16, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS532426450,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS532426450,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516652010,4,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS516652010,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519006990,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505711937,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505711937,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505711937,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505711937,3, Unknown Sex,Juvenile 
